Sample	Protists_1k	Human	Bacteria_24k	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L3-clmp.fp2_r2_screen	33473.0	3558.0	4173.0	2682.0	1738.0	378.0	315.0	156.0	0.0	0.0	136924.0	6012437.0
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L4-clmp.fp2_r1_screen	33845.0	3535.0	4265.0	2741.0	1734.0	371.0	331.0	178.0	1.0	0.0	135700.0	6010538.0
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L4-clmp.fp2_r2_screen	33562.0	3493.0	4164.0	2750.0	1758.0	361.0	295.0	195.0	0.0	0.0	136742.0	6009919.0
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L5-clmp.fp2_r1_screen	33933.0	3520.0	4108.0	2856.0	1730.0	389.0	315.0	166.0	2.0	0.0	135013.0	5988531.0
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L5-clmp.fp2_r2_screen	34059.0	3364.0	4136.0	2778.0	1742.0	398.0	327.0	194.0	2.0	0.0	136266.0	5987297.0
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L6-clmp.fp2_r1_screen	34266.0	3516.0	4171.0	2712.0	1733.0	438.0	318.0	179.0	1.0	0.0	135794.0	6045691.0
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L6-clmp.fp2_r2_screen	34154.0	3481.0	4151.0	2788.0	1727.0	390.0	329.0	162.0	0.0	0.0	136569.0	6045068.0
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L7-clmp.fp2_r1_screen	33631.0	3444.0	4015.0	2731.0	1709.0	385.0	283.0	167.0	1.0	0.0	135470.0	6003041.0
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L7-clmp.fp2_r2_screen	34330.0	3449.0	4081.0	2745.0	1683.0	390.0	309.0	162.0	0.0	0.0	136542.0	6001186.0
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L8-clmp.fp2_r1_screen	32310.0	3342.0	3896.0	2567.0	1686.0	354.0	279.0	176.0	2.0	0.0	130267.0	5733195.0
Tzo-AMta_012-Ex1-6G-lcwgs-1-2-L8-clmp.fp2_r2_screen	32520.0	3323.0	3912.0	2643.0	1645.0	348.0	298.0	164.0	1.0	0.0	131207.0	5732013.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L3-clmp.fp2_r1_screen	36353.0	3634.0	5254.0	3049.0	1739.0	493.0	330.0	162.0	1.0	0.0	121497.0	6337374.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L3-clmp.fp2_r2_screen	36420.0	3602.0	5142.0	2968.0	1718.0	448.0	360.0	161.0	2.0	0.0	122342.0	6336723.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L4-clmp.fp2_r1_screen	36670.0	3586.0	5159.0	2972.0	1698.0	443.0	351.0	149.0	0.0	0.0	120807.0	6337034.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L4-clmp.fp2_r2_screen	36517.0	3555.0	5191.0	3005.0	1691.0	495.0	384.0	165.0	0.0	0.0	122133.0	6335733.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L5-clmp.fp2_r1_screen	36287.0	3536.0	5062.0	3043.0	1647.0	446.0	342.0	149.0	1.0	0.0	120440.0	6304530.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L5-clmp.fp2_r2_screen	36468.0	3508.0	5073.0	3002.0	1677.0	440.0	369.0	171.0	3.0	0.0	122185.0	6302587.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L6-clmp.fp2_r1_screen	36693.0	3645.0	5121.0	2980.0	1680.0	519.0	348.0	153.0	0.0	0.0	120650.0	6360080.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L6-clmp.fp2_r2_screen	36749.0	3534.0	5113.0	3060.0	1675.0	484.0	343.0	173.0	1.0	0.0	121963.0	6358774.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L7-clmp.fp2_r1_screen	36093.0	3585.0	5038.0	2989.0	1722.0	502.0	368.0	143.0	0.0	0.0	120393.0	6324710.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L7-clmp.fp2_r2_screen	36455.0	3629.0	4945.0	2945.0	1783.0	464.0	360.0	174.0	1.0	0.0	121376.0	6323411.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L8-clmp.fp2_r1_screen	35018.0	3466.0	4849.0	2843.0	1628.0	445.0	332.0	149.0	0.0	0.0	116009.0	6051796.0
Tzo-AMta_013-Ex1-6H-lcwgs-1-2-L8-clmp.fp2_r2_screen	35067.0	3430.0	4890.0	2789.0	1707.0	424.0	312.0	152.0	1.0	0.0	117210.0	6050553.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L3-clmp.fp2_r1_screen	25888.0	2741.0	5331.0	2241.0	1348.0	360.0	310.0	155.0	2.0	0.0	85927.0	4991019.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L3-clmp.fp2_r2_screen	25592.0	2773.0	5279.0	2209.0	1326.0	328.0	274.0	148.0	1.0	0.0	86373.0	4991019.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L4-clmp.fp2_r1_screen	25610.0	2753.0	5295.0	2256.0	1309.0	332.0	309.0	142.0	1.0	0.0	85508.0	4959391.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L4-clmp.fp2_r2_screen	25374.0	2764.0	5357.0	2298.0	1239.0	363.0	272.0	156.0	1.0	0.0	85691.0	4959391.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L5-clmp.fp2_r1_screen	25379.0	2736.0	5245.0	2132.0	1316.0	374.0	294.0	147.0	5.0	0.0	85456.0	4942078.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L5-clmp.fp2_r2_screen	25454.0	2760.0	5309.0	2181.0	1314.0	406.0	269.0	130.0	0.0	0.0	85767.0	4941572.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L6-clmp.fp2_r1_screen	25754.0	2749.0	5320.0	2240.0	1297.0	368.0	279.0	133.0	2.0	0.0	85305.0	4977662.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L6-clmp.fp2_r2_screen	25865.0	2732.0	5351.0	2231.0	1319.0	377.0	266.0	133.0	1.0	0.0	86193.0	4976641.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L7-clmp.fp2_r1_screen	25248.0	2790.0	5291.0	2251.0	1293.0	335.0	286.0	133.0	1.0	0.0	84892.0	4940255.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L7-clmp.fp2_r2_screen	25497.0	2623.0	5381.0	2292.0	1275.0	367.0	300.0	150.0	0.0	0.0	85647.0	4939243.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L8-clmp.fp2_r1_screen	24418.0	2553.0	5155.0	2233.0	1242.0	342.0	275.0	139.0	1.0	0.0	82892.0	4748063.0
Tzo-AMta_014-Ex1-7A-lcwgs-1-2-L8-clmp.fp2_r2_screen	24729.0	2699.0	5167.0	2193.0	1277.0	322.0	279.0	137.0	1.0	0.0	82932.0	4747577.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L3-clmp.fp2_r1_screen	211.0	29.0	32.0	12.0	9.0	2.0	2.0	2.0	0.0	0.0	752.0	36611.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L3-clmp.fp2_r2_screen	185.0	22.0	40.0	15.0	10.0	2.0	2.0	0.0	0.0	0.0	783.0	36603.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L4-clmp.fp2_r1_screen	235.0	25.0	37.0	21.0	8.0	3.0	4.0	3.0	0.0	0.0	734.0	36310.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L4-clmp.fp2_r2_screen	219.0	25.0	42.0	21.0	14.0	1.0	5.0	3.0	0.0	0.0	736.0	36314.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L5-clmp.fp2_r1_screen	233.0	26.0	32.0	24.0	12.0	4.0	1.0	4.0	0.0	0.0	760.0	36181.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L5-clmp.fp2_r2_screen	203.0	35.0	31.0	16.0	16.0	1.0	2.0	0.0	0.0	0.0	763.0	36210.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L6-clmp.fp2_r1_screen	210.0	20.0	35.0	15.0	8.0	1.0	1.0	3.0	0.0	0.0	744.0	35713.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L6-clmp.fp2_r2_screen	223.0	24.0	41.0	8.0	10.0	1.0	1.0	3.0	0.0	0.0	748.0	35691.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L7-clmp.fp2_r1_screen	184.0	33.0	34.0	22.0	11.0	2.0	3.0	2.0	0.0	0.0	725.0	35644.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L7-clmp.fp2_r2_screen	201.0	31.0	36.0	23.0	15.0	5.0	1.0	4.0	0.0	0.0	737.0	35607.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L8-clmp.fp2_r1_screen	195.0	19.0	37.0	20.0	13.0	3.0	3.0	1.0	0.0	0.0	726.0	33444.0
Tzo-AMta_015-Ex1-7B-lcwgs-1-2-L8-clmp.fp2_r2_screen	191.0	24.0	31.0	15.0	8.0	2.0	2.0	2.0	0.0	0.0	742.0	33444.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L3-clmp.fp2_r1_screen	26684.0	2791.0	6736.0	2262.0	1257.0	303.0	238.0	111.0	0.0	0.0	101693.0	5219240.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L3-clmp.fp2_r2_screen	26643.0	2745.0	6824.0	2377.0	1232.0	305.0	238.0	127.0	2.0	0.0	102118.0	5218704.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L4-clmp.fp2_r1_screen	26371.0	2784.0	6596.0	2329.0	1157.0	304.0	254.0	106.0	4.0	0.0	101808.0	5185842.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L4-clmp.fp2_r2_screen	26346.0	2769.0	6608.0	2191.0	1258.0	285.0	240.0	115.0	5.0	0.0	101896.0	5185842.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L5-clmp.fp2_r1_screen	26437.0	2757.0	6637.0	2236.0	1214.0	274.0	254.0	123.0	3.0	0.0	100746.0	5168005.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L5-clmp.fp2_r2_screen	26586.0	2804.0	6650.0	2228.0	1289.0	302.0	253.0	110.0	4.0	0.0	101516.0	5166944.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L6-clmp.fp2_r1_screen	26528.0	2793.0	6751.0	2337.0	1208.0	316.0	233.0	123.0	4.0	0.0	101600.0	5212559.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L6-clmp.fp2_r2_screen	26730.0	2871.0	6806.0	2248.0	1262.0	274.0	224.0	114.0	1.0	0.0	102434.0	5211488.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L7-clmp.fp2_r1_screen	26425.0	2849.0	6571.0	2252.0	1158.0	290.0	220.0	109.0	0.0	0.0	100606.0	5160621.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L7-clmp.fp2_r2_screen	26613.0	2849.0	6598.0	2172.0	1328.0	274.0	237.0	130.0	0.0	0.0	101339.0	5159561.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L8-clmp.fp2_r1_screen	25307.0	2708.0	6432.0	2219.0	1204.0	350.0	222.0	103.0	6.0	0.0	97345.0	4953828.0
Tzo-AMta_016-Ex1-7C-lcwgs-1-2-L8-clmp.fp2_r2_screen	25548.0	2644.0	6465.0	2170.0	1215.0	288.0	227.0	117.0	3.0	0.0	98237.0	4952810.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L3-clmp.fp2_r1_screen	27670.0	3168.0	7486.0	2397.0	1279.0	284.0	221.0	115.0	3.0	0.0	107694.0	5256756.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L3-clmp.fp2_r2_screen	28000.0	3109.0	7410.0	2335.0	1289.0	304.0	218.0	110.0	0.0	0.0	108083.0	5256215.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L4-clmp.fp2_r1_screen	27909.0	3146.0	7354.0	2308.0	1352.0	285.0	210.0	116.0	0.0	0.0	107228.0	5223118.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L4-clmp.fp2_r2_screen	27364.0	3121.0	7358.0	2322.0	1269.0	302.0	205.0	100.0	1.0	0.0	107866.0	5223118.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L5-clmp.fp2_r1_screen	27495.0	3068.0	7277.0	2260.0	1333.0	303.0	211.0	125.0	2.0	0.0	106060.0	5199628.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L5-clmp.fp2_r2_screen	27834.0	3034.0	7204.0	2299.0	1383.0	300.0	216.0	117.0	2.0	0.0	106814.0	5198559.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L6-clmp.fp2_r1_screen	27871.0	3090.0	7183.0	2405.0	1245.0	291.0	235.0	107.0	1.0	0.0	106785.0	5237515.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L6-clmp.fp2_r2_screen	28093.0	3131.0	7184.0	2309.0	1262.0	305.0	244.0	145.0	0.0	0.0	107617.0	5236438.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L7-clmp.fp2_r1_screen	27365.0	3084.0	7247.0	2279.0	1350.0	275.0	224.0	120.0	0.0	0.0	105664.0	5181169.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L7-clmp.fp2_r2_screen	27382.0	3081.0	7145.0	2318.0	1252.0	292.0	238.0	112.0	0.0	0.0	106853.0	5180104.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L8-clmp.fp2_r1_screen	26657.0	2964.0	6952.0	2191.0	1268.0	264.0	203.0	122.0	2.0	0.0	101949.0	4967529.0
Tzo-AMta_017-Ex1-7D-lcwgs-1-2-L8-clmp.fp2_r2_screen	26648.0	2991.0	6965.0	2181.0	1174.0	295.0	221.0	110.0	0.0	0.0	102498.0	4967018.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L3-clmp.fp2_r1_screen	8270.0	846.0	1075.0	674.0	339.0	131.0	100.0	35.0	0.0	0.0	25594.0	1335659.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L3-clmp.fp2_r2_screen	8129.0	823.0	1068.0	703.0	384.0	134.0	79.0	28.0	0.0	0.0	25991.0	1335384.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L4-clmp.fp2_r1_screen	8307.0	817.0	1108.0	724.0	412.0	122.0	78.0	33.0	0.0	0.0	26120.0	1333921.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L4-clmp.fp2_r2_screen	8133.0	814.0	1107.0	698.0	367.0	123.0	84.0	42.0	1.0	0.0	26077.0	1334196.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L5-clmp.fp2_r1_screen	8167.0	843.0	1043.0	670.0	350.0	98.0	98.0	38.0	0.0	0.0	25860.0	1324237.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L5-clmp.fp2_r2_screen	8227.0	871.0	1001.0	689.0	385.0	127.0	113.0	34.0	1.0	0.0	25855.0	1324101.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L6-clmp.fp2_r1_screen	8330.0	876.0	1073.0	698.0	342.0	138.0	78.0	48.0	2.0	0.0	25863.0	1334237.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L6-clmp.fp2_r2_screen	8234.0	865.0	1113.0	688.0	364.0	107.0	79.0	39.0	0.0	0.0	25959.0	1334237.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L7-clmp.fp2_r1_screen	8337.0	803.0	1070.0	690.0	364.0	136.0	90.0	39.0	0.0	0.0	25672.0	1325453.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L7-clmp.fp2_r2_screen	8023.0	837.0	1081.0	671.0	355.0	136.0	77.0	45.0	1.0	0.0	26111.0	1325317.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L8-clmp.fp2_r1_screen	7928.0	812.0	960.0	664.0	326.0	118.0	100.0	50.0	1.0	0.0	24751.0	1267567.0
Tzo-AMta_018-Ex1-7E-lcwgs-1-2-L8-clmp.fp2_r2_screen	7840.0	835.0	980.0	664.0	377.0	89.0	77.0	35.0	0.0	0.0	25074.0	1267306.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L3-clmp.fp2_r1_screen	292.0	39.0	50.0	19.0	16.0	5.0	0.0	0.0	0.0	0.0	1214.0	47604.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L3-clmp.fp2_r2_screen	289.0	32.0	49.0	20.0	11.0	5.0	7.0	1.0	0.0	0.0	1236.0	47589.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L4-clmp.fp2_r1_screen	291.0	21.0	55.0	23.0	13.0	4.0	2.0	2.0	0.0	0.0	1235.0	46757.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L4-clmp.fp2_r2_screen	283.0	27.0	48.0	18.0	15.0	2.0	1.0	2.0	0.0	0.0	1207.0	46800.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L5-clmp.fp2_r1_screen	235.0	20.0	48.0	17.0	11.0	3.0	3.0	0.0	0.0	0.0	1177.0	47304.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L5-clmp.fp2_r2_screen	261.0	18.0	54.0	23.0	12.0	5.0	2.0	1.0	0.0	0.0	1177.0	47265.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L6-clmp.fp2_r1_screen	259.0	29.0	45.0	26.0	19.0	1.0	2.0	4.0	0.0	0.0	1127.0	46771.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L6-clmp.fp2_r2_screen	263.0	21.0	54.0	20.0	14.0	4.0	1.0	1.0	0.0	0.0	1143.0	46762.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L7-clmp.fp2_r1_screen	244.0	21.0	51.0	34.0	15.0	2.0	4.0	0.0	0.0	0.0	1137.0	46348.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L7-clmp.fp2_r2_screen	257.0	24.0	48.0	23.0	26.0	3.0	1.0	2.0	0.0	0.0	1181.0	46291.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L8-clmp.fp2_r1_screen	264.0	21.0	54.0	22.0	10.0	3.0	6.0	0.0	0.0	0.0	1072.0	44041.0
Tzo-AMta_019-Ex1-7F-lcwgs-1-2-L8-clmp.fp2_r2_screen	274.0	32.0	56.0	23.0	12.0	0.0	1.0	1.0	0.0	0.0	1098.0	43996.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L3-clmp.fp2_r1_screen	300.0	30.0	60.0	16.0	16.0	9.0	1.0	1.0	0.0	0.0	1309.0	48749.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L3-clmp.fp2_r2_screen	318.0	32.0	55.0	23.0	20.0	2.0	8.0	2.0	0.0	0.0	1252.0	48779.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L4-clmp.fp2_r1_screen	312.0	30.0	42.0	34.0	19.0	1.0	4.0	1.0	0.0	0.0	1225.0	48869.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L4-clmp.fp2_r2_screen	310.0	45.0	44.0	25.0	18.0	0.0	4.0	3.0	0.0	0.0	1234.0	48854.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L5-clmp.fp2_r1_screen	302.0	28.0	43.0	23.0	16.0	0.0	1.0	0.0	0.0	0.0	1300.0	48666.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L5-clmp.fp2_r2_screen	308.0	27.0	44.0	19.0	21.0	2.0	4.0	5.0	0.0	0.0	1319.0	48630.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L6-clmp.fp2_r1_screen	282.0	31.0	42.0	27.0	27.0	4.0	4.0	2.0	0.0	0.0	1333.0	48422.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L6-clmp.fp2_r2_screen	310.0	31.0	39.0	24.0	18.0	2.0	2.0	3.0	0.0	0.0	1323.0	48422.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L7-clmp.fp2_r1_screen	304.0	27.0	45.0	25.0	10.0	2.0	3.0	2.0	0.0	0.0	1290.0	48650.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L7-clmp.fp2_r2_screen	321.0	25.0	56.0	22.0	22.0	2.0	3.0	5.0	0.0	0.0	1247.0	48655.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L8-clmp.fp2_r1_screen	268.0	29.0	44.0	18.0	13.0	9.0	6.0	3.0	0.0	0.0	1237.0	45807.0
Tzo-AMta_020-Ex1-7G-lcwgs-1-2-L8-clmp.fp2_r2_screen	288.0	28.0	38.0	20.0	14.0	2.0	1.0	5.0	0.0	0.0	1246.0	45792.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L3-clmp.fp2_r1_screen	25232.0	2821.0	3608.0	2255.0	1316.0	346.0	297.0	112.0	0.0	0.0	78881.0	5303426.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L3-clmp.fp2_r2_screen	25248.0	2802.0	3677.0	2244.0	1316.0	332.0	270.0	129.0	1.0	0.0	78849.0	5303426.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L4-clmp.fp2_r1_screen	25058.0	2838.0	3667.0	2251.0	1320.0	334.0	289.0	131.0	0.0	0.0	79012.0	5279450.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L4-clmp.fp2_r2_screen	25386.0	2816.0	3626.0	2206.0	1279.0	341.0	273.0	126.0	0.0	0.0	79387.0	5278910.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L5-clmp.fp2_r1_screen	25267.0	2809.0	3600.0	2208.0	1280.0	321.0	281.0	114.0	2.0	0.0	78014.0	5258538.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L5-clmp.fp2_r2_screen	25219.0	2752.0	3623.0	2153.0	1276.0	339.0	290.0	104.0	1.0	0.0	78676.0	5258001.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L6-clmp.fp2_r1_screen	25174.0	2781.0	3569.0	2230.0	1227.0	353.0	278.0	104.0	0.0	0.0	78398.0	5294126.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L6-clmp.fp2_r2_screen	25488.0	2895.0	3510.0	2222.0	1293.0	349.0	277.0	84.0	0.0	0.0	78537.0	5293585.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L7-clmp.fp2_r1_screen	25011.0	2828.0	3529.0	2164.0	1284.0	359.0	291.0	128.0	2.0	0.0	77448.0	5244471.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L7-clmp.fp2_r2_screen	25472.0	2849.0	3537.0	2177.0	1329.0	342.0	255.0	111.0	0.0	0.0	78044.0	5243399.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L8-clmp.fp2_r1_screen	24317.0	2700.0	3479.0	2118.0	1280.0	327.0	307.0	120.0	1.0	0.0	75070.0	5017330.0
Tzo-AMta_021-Ex1-7H-lcwgs-1-2-L8-clmp.fp2_r2_screen	24195.0	2689.0	3502.0	2078.0	1285.0	310.0	268.0	114.0	2.0	0.0	75789.0	5016817.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L3-clmp.fp2_r1_screen	22425.0	2430.0	3486.0	1964.0	1095.0	282.0	218.0	112.0	1.0	0.0	77377.0	4214314.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L3-clmp.fp2_r2_screen	22354.0	2355.0	3483.0	1859.0	1167.0	299.0	211.0	111.0	1.0	0.0	77550.0	4214314.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L4-clmp.fp2_r1_screen	22258.0	2399.0	3592.0	1956.0	1158.0	303.0	259.0	104.0	0.0	0.0	77060.0	4202703.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L4-clmp.fp2_r2_screen	22264.0	2453.0	3638.0	1881.0	1160.0	289.0	244.0	106.0	0.0	0.0	77485.0	4202272.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L5-clmp.fp2_r1_screen	22377.0	2347.0	3441.0	1953.0	1060.0	283.0	252.0	99.0	0.0	0.0	76867.0	4186908.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L5-clmp.fp2_r2_screen	22368.0	2373.0	3447.0	1874.0	1094.0	287.0	241.0	103.0	0.0	0.0	76892.0	4186908.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L6-clmp.fp2_r1_screen	22223.0	2407.0	3541.0	1910.0	1100.0	294.0	241.0	110.0	0.0	0.0	76965.0	4225472.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L6-clmp.fp2_r2_screen	22638.0	2389.0	3542.0	1946.0	1131.0	283.0	265.0	126.0	0.0	0.0	77337.0	4224606.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L7-clmp.fp2_r1_screen	22227.0	2294.0	3584.0	1940.0	1108.0	296.0	220.0	102.0	1.0	0.0	76982.0	4189797.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L7-clmp.fp2_r2_screen	22248.0	2433.0	3491.0	1864.0	1114.0	275.0	237.0	109.0	1.0	0.0	77842.0	4188937.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L8-clmp.fp2_r1_screen	21518.0	2203.0	3390.0	1821.0	1009.0	287.0	221.0	83.0	0.0	0.0	74521.0	4014671.0
Tzo-AMta_022-Ex1-8A-lcwgs-1-2-L8-clmp.fp2_r2_screen	21764.0	2250.0	3411.0	1762.0	1044.0	275.0	249.0	101.0	1.0	0.0	74608.0	4014259.0
Tzo-AMta_023-Ex1-8B-lcwgs-1-2-L3-clmp.fp2_r1_screen	5548.0	1185.0	672.0	468.0	297.0	68.0	54.0	25.0	1.0	0.0	16129.0	867747.0
Tzo-AMta_023-Ex1-8B-lcwgs-1-2-L3-clmp.fp2_r2_screen	5497.0	1223.0	705.0	483.0	263.0	68.0	57.0	30.0	0.0	0.0	16299.0	867569.0
Tzo-AMta_023-Ex1-8B-lcwgs-1-2-L4-clmp.fp2_r1_screen	5626.0	1207.0	688.0	494.0	275.0	85.0	90.0	24.0	0.0	0.0	15914.0	866186.0
Tzo-AMta_023-Ex1-8B-lcwgs-1-2-L4-clmp.fp2_r2_screen	5427.0	1226.0	708.0	449.0	282.0	94.0	80.0	26.0	0.0	0.0	16111.0	866186.0
Tzo-AMta_023-Ex1-8B-lcwgs-1-2-L5-clmp.fp2_r1_screen	5539.0	1220.0	702.0	495.0	268.0	96.0	68.0	33.0	0.0	0.0	16043.0	861895.0
Tzo-AMta_023-Ex1-8B-lcwgs-1-2-L5-clmp.fp2_r2_screen	5515.0	1214.0	702.0	485.0	269.0	74.0	75.0	30.0	1.0	0.0	16188.0	861806.0
Tzo-AMta_023-Ex1-8B-lcwgs-1-2-L6-clmp.fp2_r1_screen	5576.0	1211.0	693.0	488.0	258.0	71.0	62.0	25.0	0.0	0.0	15955.0	867197.0
Tzo-AMta_023-Ex1-8B-lcwgs-1-2-L6-clmp.fp2_r2_screen	5445.0	1224.0	691.0	461.0	256.0	79.0	55.0	28.0	0.0	0.0	16368.0	866929.0
